"placename","othername","designator","location","remarks","infosource","RandID"
"Brunk (Elias) Estate","   -","Structure","Four miles west of Harrisonburg, on Route 4, north side, next to Weaver?s Church.","Page 122.","WPA Book - 1937","879674290012"
"Bryan (Pendleton) Home","   -","Structure","273 East Market Street, Harrisonburg, south side.","Page 123.","WPA Book - 1937","912112817528"
"Burtner Home","   -","Structure","Northeast end of town on the west side of Warm Springs and Harrisonburg Pike 42, Dayton.","Page 125.","WPA Book - 1937","440679718928"
"Byerly (Joe) Home","   -","Structure","One mile east of Bridgewater,  on North River.","Page 126.","WPA Book - 1937","946515308559"
"Byerly (Joseph) Home","   -","Structure","One and one half miles southeast of Bridgewater.","Page 127.","WPA Book - 1937","309884215106"
"Chambers Home","   -","Structure","South Water Street, Bridgewater.","Page 128","WPA Book - 1937","301863596525"
"Chapel of Ease (Anglican Church Site)","   -","Structure","Dayton. at cemetery.","Page 49.","WPA Book - 1937","418715317902"
"Click (Joel) Home","   -","Structure","Dry River, south and west of Iron Bridge, off the highway.","Page 130.","WPA Book - 1937","482620993834"
"Cline (John) Home","   -","Structure","South side of North River, back of Round Hill.","Page 129.","WPA Book - 1937","866874668054"
"Coffman (Davy) Home","   -","Structure","East side of Main Street, Dayton.","Page 131.","WPA Book - 1937","81306175857"
"Coffman (Isaac) Home","   -","Structure","On Linville Creek about 7 miles northwest of Harrisonburg, on the west side of Route 260, and west of the old Wenger Mill","Page 132.","WPA Book - 1937","108406091106"
"Collicello","   -","Structure","North Liberty Street and Kratzer Road, Harrisonburg.","Page 135.","WPA Book - 1937","273469296944"
"Conrad Store","   -","Structure","In the southern part of Elkton, on the east side of Route 12","Page 387.","WPA Book - 1937","711504615081"
"Craney Island","   -","Structure","Sixteen miles northeast of Harrisonburg, on east side of Route 11, about a mile distant from highway.","Page 138.","WPA Book - 1937","792261409740"
"Cravens (Robert) Home","   -","Structure","Said to be about 2 miles south of Harrisonburg.","Page 141.","WPA Book - 1937","746801995423"
"Davis (Jimmy) Home","   -","Structure","On Mossy Creek, near (former) Spring Creek R.R. Station.","Page 146.","WPA Book - 1937","637809489169"
"Detamore (St. Clair) Home","   -","Structure","East side of Main Street, Dayton.","Page 147.","WPA Book - 1937","748649565268"
"Devier (Bernard) Home","   -","Structure","Up Dry Hollow, 1 mile off the Ottobine Road to Paul?s Mill, four miles northwest of Bridgewater.","Page 148.","WPA Book - 1937","752024011140"
"Devies (Hugh) Home (Site)","   -","Structure","About two miles northeast of Spring Creek.","Page 149.","WPA Book - 1937","190347316472"
"Dinkle (Bill) Home","   -","Structure","Bridgewater, east end (or bend) in Bank Street.","Page 150.","WPA Book - 1937","713254693793"
"Dinkle (Joe) Home","   -","Structure","South side Main Street, end of Bridgewater.","Page 151.","WPA Book - 1937","363870914447"
"Dinkle (William) Home","   -","Structure","North side of Main Street, Bridgewater.","Page 150.","WPA Book - 1937","995733004698"
"Dovel (John W.) Home","   -","Structure","Two miles southwest of Shenandoah.","Page 153.","WPA Book - 1937","464854027007"
"Duff?s Hotel","   -","Structure","East side of South Main Street, midway between Water and East Market Streets, Harrisonburg","Page 388","WPA Book - 1937","426273287882"
"Effinger (Michael H.) Home.","   -","Structure","1.5 miles south of Harrisonburg,on north side of Brown?s Gap Road.","Page 155.","WPA Book - 1937","350462956647"
"Effinger House","   -","Structure","Corner Court Square and Graham Street, Harrisonburg.","Page 157.","WPA Book - 1937","340566816699"
"Funk House","   -","Structure","Left hand side of street, near center of Singers Glen","Page 159.","WPA Book - 1937","390709156136"
"Funk Printing House","   -","Structure","Singers Glen","Page 160.","WPA Book - 1937","468588056678"
"Funkhouser (W.M.) Home","John H. Shipe Home","Structure","286 East Market Street, Harrisonburg.","Page 161.","WPA Book - 1937","803888719161"
"Gambill (Littleton W.) Home","   -","Structure","North side of East Market Street, where Federal Street intersects, Harrisonburg.","Page 162.","WPA Book - 1937","620349132243"
"Gardner Property","   -","Structure","144 North Liberty Street, Harrisonburg.","Page 164.","WPA Book - 1937","518047128288"
"Graham (John) Residence","   -","Structure","North Main Street, Harrisonburg,","Page 165.","WPA Book - 1937","262019929633"
"Grove, The","   -","Structure","Three miles northwest of Harrisonburg,","Page 169.","WPA Book - 1937","41610192613"
"Hardscrabble","   -","Structure","Sixteen miles north of Harrisonburg, on Route 11","Page 174.","WPA Book - 1937","718714790629"
"Harris (John T. Jr.) Home","   -","Structure","On West side of South Main Street, Harrisonburg, north of the Soldiers Monument","Page 178.","WPA Book - 1937","456734760613"
"Brown's Mill","Wenger's Mill","Mill","Edom","   -","HRHS Mill Books","429583543321"
"Bruce","   -","Other","   -","   -","Other Sources","167403274696"
"Brunk Family Cemetery","   -","Cemetery","Broadway area, Rockingham County, Virginia.  From Harrisonburg, Virginia, take Route 42 North and turn left onto Route 809 (Trissels Road).  Continue on Route 809, then go right onto Route 752 (Hisers Lane).  Stay on Route 752, go past Trissels Menno","   -","HRHS Cemeteries Database 2013","857144322227"
"Brush Brethren Church Cemetery","   -","Cemetery","Singers Glen, Rockingham County, Virginia.  From Harrisonburg Court Square, take Route 42 north.  Go 5.6 miles and turn left onto Route 721 (Green Hill Road).  Go 3.1 miles and Route 721 intersects with Route 752 (Mt. Zion Road).  Take Route 752 and","   -","HRHS Cemeteries Database 2013","976868200506"
"Brush Meetinghouse","   -","Church","Singers Glen, nearby","Dunkard","HRHS Churches Database 2013","335262390403"
"Brush Mountain","Brushy Mountain","Mountain","   -","Named 'Brushy Mountin' on 7.5' map. See Raw Spgs A","HRHS Archives # 86 Whitmer","18743138108"
"Brush Ridge","Brushy Mountain","Mountain","   -","Named 'Brushy Mountin' on 7.5' map. See Raw Spgs A","HRHS Archives # 86 Whitmer","507845316320"
"Brush Ridge","   -","Hill","West Central","P. 14","1885 Lakes Atlas Revised 2013","710700353734"
"Brushy Mountain","Brush Mountain, Brush Ridge","Mountain","Elevation 3553'tends WSW-ENE about 1.3 mi fron W side of Cow Ridge. About 1.7 mi NNW of Bald Knob.","Named 'Brush Ridge' on Show G, p.12, Lake G, p.5,18. Named 'Brush Mountain' on VA DoH 1967-41, Pit G.","HRHS Archives # 86 Whitmer","184338487891"
"Brushy Run","Bushy Run","Stream","Rises about 1.9 mi N of Bergton, near 38 47 43N, 78 55 55W, flows S about 3 mi into North Fork Shenandoah River near 38 45 35N, 78 56 14W, about .7 mi SSE of Bergton.","Named 'Bushy Run' on VA DoH 1967","HRHS Archives # 86 Whitmer","395197082093"
"Bryan","C.J.L. & Co.","Business","Dayton","P. 22","1885 Lakes Atlas Revised 2013","278177711961"
"Bryan Hollow Colored School","   -","School","On Boone Run. About 2.3 mi E of Lairds Knob.","   -","HRHS Archives # 86 Whitmer","958262110760"
"Bryant Hollow Cemetery (*) (#)","   -","Cemetery","East Point area, Rockingham County, Virginia.  Refer to Mt. Sinai Baptist Church Cemetery (Negro). Same cemetery.","* Negro. # No longer exists, renamed, or moved.","HRHS Cemeteries Database 2013","132026894671"
"Buck Lick Mountain","Hog Pen Mountain","Mountain","Elevation about 1920'. Extends W-E about 1 mi. Center near 38 35 54N, 78 57 34W. About 4 mi NW of Singers Glen.","   -","HRHS Archives # 86 Whitmer","599539545392"
"Buck Lick Run","   -","Stream","Rises about 2.7 mi E of Bald Knob, near 38 35 26N, 79 00 39W, flows E about 3.2 mi into Slate Lick Branch near 38 36 14N, 78 57 16W, about 4.2 mi NNW of Singers Glen.","   -","HRHS Archives # 86 Whitmer","521252385409"
"Bucks Place","   -","Business","On U.S. Rt. 11 about 1 mi SW of Melrose.","   -","HRHS Archives # 86 Whitmer","616293736678"
"Buffalo Clover Knob","   -","Mountain","Elevation about 3000'. About .5 mi NW of Wetzel Knob.","   -","HRHS Archives # 86 Whitmer","987695590157"
"Bulah Church","Beulah Church","Church","   -","   -","HRHS Archives # 86 Whitmer","69203158854"
"Bums Knob","   -","Mountain","West Plains","P. 26","1885 Lakes Atlas Revised 2013","275267130579"
"Bundys Alley","   -","Road","A road enxtending W-E in Bridgewater. Begins on Main St. and is part of present day Mt. Crawford Ave. Extends about 1 block.","   -","HRHS Archives # 86 Whitmer","71471961336"
"Burgess & Johnson","   -","Business","Bwtr, Mt. Crfd, Rushvl, Sprg Crk","P. 10","1885 Lakes Atlas Revised 2013","847987755464"
"Burkeholder's Mennonite Church","(See also, Weavers Mennonite Church)","Church","Harrisonburg, west of (No longer exists)","Mennonite","HRHS Churches Database 2013","824520810936"
"Burkes Mill","   -","Mill","   -","   -","Other Sources","321495355772"
"Burns Knob","   -","Mountain","Elevation about 2320'. About 5.3 mi NE of Cow Knob.","   -","HRHS Archives # 86 Whitmer","560436403160"
"Burruss Mill","Wenger's Mill","Mill","Edom","   -","HRHS Mill Books","283182938190"
"Burtner Mill","   -","Mill","Mt. Clinton","   -","HRHS Mill Books","405942001302"
"Burtner Mill","   -","Mill","Keezletown","   -","HRHS Mill Books","717649613158"
"Bush Mountain","   -","Mountain","Elevation 2688'. On Blue Ridge about 2.5 mi SW of Swift Run Gap","   -","HRHS Archives # 86 Whitmer","865043795369"
"Bushy Run","Brushy Run","Stream","   -","Name 'Brushy Run' on 7.5' map.","HRHS Archives # 86 Whitmer","241237494268"
"Buttermilk Creek","   -","Stream","Rises about 2.7 mi N of the Courthouse in Harrisonburg, flows N about 2.6 mi into Linville Creek near 38 31 20N, 78 51 39W, about 1.3 mi W of Linville","   -","HRHS Archives # 86 Whitmer","162092579293"
"Buttermilk Run","Honey Run","Stream","Rise about 3.7 mi N of Ottobine.","Named 'Honey Run' on 7.5' map","HRHS Archives # 86 Whitmer","540268499597"
"Buttermilk Run","   -","Stream","Rises about 4.5 mi N of Ottobine, flows SE about 3 mi into War Branch near 38 28 26N, 78 59 12W, about 1 mi NW of Hinton.","   -","HRHS Archives # 86 Whitmer","723992869274"
"Buttermilk Run","   -","Stream","East Ashby","P. 6","1885 Lakes Atlas Revised 2013","342859647833"
"Buttermilk Run","   -","Stream","East Ashby","P. 6","1885 Lakes Atlas Revised 2013","134385617568"
"Byerly Family Cemetery","   -","Cemetery","Pleasant Valley, Rockingham County, Virginia This old cemetery is located on Pleasant Valley Road (Route 679 /704). It is in a field on the Koontz Farm property near a silo across the road from the main house. January 2002 the road is being straighte","   -","HRHS Cemeteries Database 2013","828110580909"
"Byerly Mill","   -","Mill","Bridgewater","   -","HRHS Mill Books","271974498625"
"Byerly Mill","   -","Mill","Pleasant Vally","   -","HRHS Mill Books","704052055232"
"Byrd Cemetery","   -","Cemetery","Craney Island, Rockingham County, Virginia. Cemetery is on a rise west of the creek south of Route 794 (Craney Island Road). Note that (in 2010) Craney Island Rd. turns east from Rt. 11 about 2 1/2 miles south of New Market.","   -","HRHS Cemeteries Database 2013","265202969356"
"Byrd Family Cemetery","   -","Cemetery","Ottobine, Rockingham County, Virginia. Five 1/2 miles west of Dayton on Rt. 257. Near intersection of Rt. 257 (Ottobine Rd) and first entrance to Rt. 775 (Judge Paul Rd). About one quarter mile South of intersection, across two fields, on the hill ju","   -","HRHS Cemeteries Database 2013","820196859150"
"Byrd Mill","Craney Island Mill","Mill","Smith Creek","   -","HRHS Mill Books","513443634009"
"Byrd Orchard Road","   -","Road","A road extending generally S-N. Begins at intersection of SR 614 and 881, about 1.9 mi NNW of Timberville, ends probably at Moores Store in Shenandoah County. Is now present day SR 614. Extends about 2.9 mi in Rockingham County.","   -","HRHS Archives # 86 Whitmer","340771464631"
"Byrds Knob","Bird Knob","Mountain","10th Legion A","Named 'Bird Knob' on 7.5' map","HRHS Archives # 86 Whitmer","341897312835"
"C.J.L. Bryan & Co.","   -","Business","Linville","P. 22","1885 Lakes Atlas Revised 2013","629662986273"
"Cabin Ridge","   -","Mountain","Elevation about 2200', extends ESE-WNW about 2.2 mi. Center about 1 mi S of Wetzel Knob","   -","HRHS Archives # 86 Whitmer","976739469637"
"Cabinet Shop","   -","Business","East Ashby","P. 6","1885 Lakes Atlas Revised 2013","850312490625"
"Cabinet Shop","   -","Business","Bwtr, Mt. Crfd, Rushvl, Sprg Crk","P. 10","1885 Lakes Atlas Revised 2013","537583510871"
"Cabinet Shop","   -","Business","East Linville Creek","P. 18","1885 Lakes Atlas Revised 2013","981127990293"
"Cabinet Shop","   -","Business","East Plains","P. 24","1885 Lakes Atlas Revised 2013","530480998965"
"Cabinet Shop","   -","Business","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","707947236429"
"Cabt Sh","   -","Business","East Central","P. 12","1885 Lakes Atlas Revised 2013","884591220974"
"California Ridge","   -","Mountain","Elevation about 3400'. Extends E from Reddish Knob about 1.8 mi.","   -","HRHS Archives # 86 Whitmer","698646784256"
"California Ridge Trail","   -","Road","A foot trail in George Washington National Forest, extending E-W about 4.5 mi on California Ridge (in Augusta County) and along Briery Branch (in Rockingham County). Center near 38 27 48N, 79 11 38W","   -","HRHS Archives # 86 Whitmer","960944442995"
"Calvary Church","   -","Church","About 1 mi SE of Timberville on SR 260.","   -","HRHS Archives # 86 Whitmer","713096056995"
"Calvary Methodist Church","Refer to: Columbia Methodist Episcopal Church","Church","Lacey Spring","Methodist Episcopal, South","HRHS Churches Database 2013","733358191613"
"Camp Fair Haven","   -","Camp","About 4.5 mi SSE of Tenth Legion","   -","HRHS Archives # 86 Whitmer","287903236330"
"Camp Hollow","   -","Valley","Runs NW to SE. Extends about 1.6 mi. Mouth of hollow opens onto Lairs Run near 38 42 51N, 78 57 15W. Hollow begins near 38 43 47N, 78 58 16W. Center about 1.3 mi ESE of Wetzel Knob.","   -","HRHS Archives # 86 Whitmer","467619788270"
"Camp Massanetta","   -","Camp","About .3 mi W of Massanetta Springs.","   -","HRHS Archives # 86 Whitmer","930343727338"
"Camp Rader Run","   -","Stream","Begins at confluence of North Fork Camp Rader run and South Fork Camp Rader Run, about 1.7 mi ENE of Cow Knob, near 38 41 58N, 79 03 42W, flows E about 1.3 mi into German River near 38 42 00N, 79 02 23W, about 2.9 mi ENE of Cow Knob.","Shows on 7.5' map, but North Fork Camp Rader Run as Camp Rader Run. South Fork unnamed","HRHS Archives # 86 Whitmer","627400889230"
"Campbell Family Cemetery","   -","Cemetery","Clover Hill area, Rockingham County, Virginia.  Was located on Route 613 (Clover Hill Road) south of Route 33 (Rawley Pike), on the A. J. Joseph place.  Cemetery was southwest of barn enclosed by a wall.","   -","HRHS Cemeteries Database 2013","375158153818"
"Caplinger Cemetery","   -","Cemetery","Criders, Rockingham County, Virginia. From Harrisonburg, Virginia, take Route 42 North to Broadway. Pick up Route 259 (Brocks Gap Road) and go west. Travel past Fulks Run Grocery store and continue on Route 259 to Route 820 (Bergton Road) and turn le","   -","HRHS Cemeteries Database 2013","223603663027"
